# Wavelength (um)   Transmission
  0.815000         0.0000
  0.815100         0.0000
  0.815200         0.0000
  0.815300         0.0000
  0.815400         0.0000
  0.815500         0.0000
  0.815600         0.0000
  0.815700         0.0000
  0.815800         0.0000
  0.815900         0.0000
  0.816000         0.0000
  0.816100         0.0000
  0.816200         0.0000
  0.816300         0.0000
  0.816400         0.0000
  0.816500         0.0000
  0.816600         0.0000
  0.816700         0.0000
  0.816800         0.0000
  0.816900         0.0000
  0.817000         0.0000
  0.817100         0.0000
  0.817200         0.0000
  0.817300         0.0000
  0.817400         0.0000
  0.817500         0.0000
  0.817600         0.0000
  0.817700         0.0000
  0.817800         0.0000
  0.817900         0.0000
  0.818000         0.0000
  0.818100         1.0000
  0.818200         1.0000
  0.818300         1.0000
  0.818400         1.0000
  0.818500         1.0000
  0.818600         1.0000
  0.818700         1.0000
  0.818800         1.0000
  0.818900         1.0000
  0.819000         1.0000
  0.819100         1.0000
  0.819200         1.0000
  0.819300         1.0000
  0.819400         1.0000
  0.819500         1.0000
  0.819600         1.0000
  0.819700         1.0000
  0.819800         1.0000
  0.819900         1.0000
  0.820000         1.0000
  0.820100         1.0000
  0.820200         1.0000
  0.820300         1.0000
  0.820400         1.0000
  0.820500         1.0000
  0.820600         1.0000
  0.820700         1.0000
  0.820800         1.0000
  0.820900         1.0000
  0.821000         1.0000
  0.821100         1.0000
  0.821200         1.0000
  0.821300         1.0000
  0.821400         1.0000
  0.821500         1.0000
  0.821600         1.0000
  0.821700         1.0000
  0.821800         1.0000
  0.821900         1.0000
  0.822000         1.0000
  0.822100         1.0000
  0.822200         1.0000
  0.822300         1.0000
  0.822400         1.0000
  0.822500         1.0000
  0.822600         1.0000
  0.822700         1.0000
  0.822800         1.0000
  0.822900         1.0000
  0.823000         1.0000
  0.823100         1.0000
  0.823200         1.0000
  0.823300         1.0000
  0.823400         1.0000
  0.823500         1.0000
  0.823600         1.0000
  0.823700         1.0000
  0.823800         1.0000
  0.823900         1.0000
  0.824000         1.0000
  0.824100         1.0000
  0.824200         1.0000
  0.824300         1.0000
  0.824400         1.0000
  0.824500         1.0000
  0.824600         1.0000
  0.824700         1.0000
  0.824800         1.0000
  0.824900         1.0000
  0.825000         1.0000
  0.825100         1.0000
  0.825200         1.0000
  0.825300         1.0000
  0.825400         1.0000
  0.825500         1.0000
  0.825600         1.0000
  0.825700         1.0000
  0.825800         1.0000
  0.825900         1.0000
  0.826000         1.0000
  0.826100         1.0000
  0.826200         1.0000
  0.826300         1.0000
  0.826400         1.0000
  0.826500         1.0000
  0.826600         1.0000
  0.826700         1.0000
  0.826800         1.0000
  0.826900         1.0000
  0.827000         1.0000
  0.827100         1.0000
  0.827200         1.0000
  0.827300         1.0000
  0.827400         1.0000
  0.827500         1.0000
  0.827600         1.0000
  0.827700         1.0000
  0.827800         1.0000
  0.827900         1.0000
  0.828000         1.0000
  0.828100         0.0000
  0.828200         0.0000
  0.828300         0.0000
  0.828400         0.0000
  0.828500         0.0000
  0.828600         0.0000
  0.828700         0.0000
  0.828800         0.0000
  0.828900         0.0000
  0.829000         0.0000
  0.829100         0.0000
  0.829200         0.0000
  0.829300         0.0000
  0.829400         0.0000
  0.829500         0.0000
  0.829600         0.0000
  0.829700         0.0000
  0.829800         0.0000
  0.829900         0.0000
  0.830000         0.0000
  0.830100         0.0000
  0.830200         0.0000
  0.830300         0.0000
  0.830400         0.0000
  0.830500         0.0000
  0.830600         0.0000
  0.830700         0.0000
  0.830800         0.0000
  0.830900         0.0000
  0.831000         0.0000
