# Wavelength (um)   Transmission
  0.762000         0.0000
  0.762100         0.0000
  0.762200         0.0000
  0.762300         0.0000
  0.762400         0.0000
  0.762500         0.0000
  0.762600         0.0000
  0.762700         0.0000
  0.762800         0.0000
  0.762900         0.0000
  0.763000         0.0000
  0.763100         0.0000
  0.763200         0.0000
  0.763300         0.0000
  0.763400         0.0000
  0.763500         0.0000
  0.763600         0.0000
  0.763700         0.0000
  0.763800         0.0000
  0.763900         0.0000
  0.764000         0.0000
  0.764100         0.0000
  0.764200         0.0000
  0.764300         0.0000
  0.764400         0.0000
  0.764500         0.0000
  0.764600         0.0000
  0.764700         0.0000
  0.764800         0.0000
  0.764900         0.0000
  0.765000         0.0000
  0.765100         1.0000
  0.765200         1.0000
  0.765300         1.0000
  0.765400         1.0000
  0.765500         1.0000
  0.765600         1.0000
  0.765700         1.0000
  0.765800         1.0000
  0.765900         1.0000
  0.766000         1.0000
  0.766100         1.0000
  0.766200         1.0000
  0.766300         1.0000
  0.766400         1.0000
  0.766500         1.0000
  0.766600         1.0000
  0.766700         1.0000
  0.766800         1.0000
  0.766900         1.0000
  0.767000         1.0000
  0.767100         1.0000
  0.767200         1.0000
  0.767300         1.0000
  0.767400         1.0000
  0.767500         1.0000
  0.767600         1.0000
  0.767700         1.0000
  0.767800         1.0000
  0.767900         1.0000
  0.768000         1.0000
  0.768100         1.0000
  0.768200         1.0000
  0.768300         1.0000
  0.768400         1.0000
  0.768500         1.0000
  0.768600         1.0000
  0.768700         1.0000
  0.768800         1.0000
  0.768900         1.0000
  0.769000         1.0000
  0.769100         1.0000
  0.769200         1.0000
  0.769300         1.0000
  0.769400         1.0000
  0.769500         1.0000
  0.769600         1.0000
  0.769700         1.0000
  0.769800         1.0000
  0.769900         1.0000
  0.770000         1.0000
  0.770100         1.0000
  0.770200         1.0000
  0.770300         1.0000
  0.770400         1.0000
  0.770500         1.0000
  0.770600         1.0000
  0.770700         1.0000
  0.770800         1.0000
  0.770900         1.0000
  0.771000         1.0000
  0.771100         1.0000
  0.771200         1.0000
  0.771300         1.0000
  0.771400         1.0000
  0.771500         1.0000
  0.771600         1.0000
  0.771700         1.0000
  0.771800         1.0000
  0.771900         1.0000
  0.772000         1.0000
  0.772100         1.0000
  0.772200         1.0000
  0.772300         1.0000
  0.772400         1.0000
  0.772500         1.0000
  0.772600         1.0000
  0.772700         1.0000
  0.772800         1.0000
  0.772900         1.0000
  0.773000         1.0000
  0.773100         0.0000
  0.773200         0.0000
  0.773300         0.0000
  0.773400         0.0000
  0.773500         0.0000
  0.773600         0.0000
  0.773700         0.0000
  0.773800         0.0000
  0.773900         0.0000
  0.774000         0.0000
  0.774100         0.0000
  0.774200         0.0000
  0.774300         0.0000
  0.774400         0.0000
  0.774500         0.0000
  0.774600         0.0000
  0.774700         0.0000
  0.774800         0.0000
  0.774900         0.0000
  0.775000         0.0000
  0.775100         0.0000
  0.775200         0.0000
  0.775300         0.0000
  0.775400         0.0000
  0.775500         0.0000
  0.775600         0.0000
  0.775700         0.0000
  0.775800         0.0000
  0.775900         0.0000
  0.776000         0.0000
